Recipe_id,Calories,servings,Recipe_title,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),vegan,pescetarian,lacto_vegetarian,"Alcohol, ethyl (g)",Ash (g),Beta-sitosterol (mg),Betaine (mg),"Calcium, Ca (mg)",Campesterol (mg),"Carotene, alpha (g)","Carotene, beta (g)",Cholesterol (mg),"Choline, total (mg)","Copper, Cu (mg)","Cryptoxanthin, beta (g)",Dihydrophylloquinone (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Fatty acids, total saturated (g)","Fatty acids, total trans (g)","Fiber, total dietary (g)","Fluoride, F (g)","Folate, DFE (g)","Folate, food (g)","Folate, total (g)",Folic acid (g),Fructose (g),Galactose (g),Glucose (dextrose) (g),Hydroxyproline (g),"Iron, Fe (mg)",Lactose (g),Lutein + zeaxanthin (g),Lycopene (g),"Magnesium, Mg (mg)",Maltose (g),"Manganese, Mn (mg)",Menaquinone-4 (g),Niacin (mg),Pantothenic acid (mg),"Phosphorus, P (mg)",Phytosterols (mg),"Potassium, K (mg)",Retinol (g),Riboflavin (mg),"Selenium, Se (g)","Sodium, Na (mg)",Starch (g),Stigmasterol (mg),Sucrose (g),"Sugars, total (g)",Thiamin (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (g)",Vitamin B-12 (g),"Vitamin B-12, added (g)",Vitamin B-6 (mg),"Vitamin C, total ascorbic acid (mg)",Vitamin D (D2 + D3) (g),Vitamin D (IU),Vitamin D3 (cholecalciferol) (g),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (g),Water (g),"Zinc, Zn (mg)",Recipe_title
2637,284.0,4,Fried Cauliflower (Egyptian Style),Middle Eastern,Egyptian,African,10.1431,3904.84,10.0223,443.7902,,,,0.0,1.7967,0.0,0.58,152.652,0.0,4.64,180.734,192.1,165.0844,0.1639,4.5,0.05,52.6294,8.2287,358.1264,0.019,1.223,0.55,29.07,29.07,29.07,0.0,0.936,0.0,1.105,0.0,4.2592,3.0805,271.276,4602.24,35.692,0.0448,0.305,0.61,0.8183,1.0525,193.658,417.056,410.916,107.45,0.3764,19.5254,114.746,0.0352,0.0,0.048,5.3688,0.0961,666.7,122.908,0.7195,0.0,0.234,5.6994,1.061,42.22,1.061,18.012,0.0,110.1778,107.4476,1.2427,Fried Cauliflower (Egyptian Style)
2638,358.0,4,Nigerian Suya,Rest Africa,Nigerian,African,11.2828,896.7931,147.6749,30.1224,,,,0.0,7.666,0.0,0.3574,72.1986,0.0,13.685,995.246,332.2208,11.1443,0.6625,254.814,0.0,10.5931,3.2961,11.8932,0.7729,3.0898,0.44,34.1415,34.1415,34.1415,0.0,0.6951,0.0087,0.8584,0.0,14.4899,0.0,674.138,0.0,171.5198,0.0,0.388,0.0,21.2754,3.8974,1302.9898,12.837,2551.0899,67.8002,0.7969,9.1673,380.1833,0.0,0.0,0.4928,2.6849,0.4756,2099.5825,161.9072,9.5598,0.0,1.5242,4.7053,0.678,33.9001,0.678,5.3127,0.0,3.5087,538.2304,29.6274,Nigerian Suya
2639,669.0,6,African-Style Oxtail Stew,Rest Africa,Nigerian,African,61.3927,4741.44,257.1458,384.2864,,,,0.0,20.1453,225.085,0.931,533.9286,131.345,49.3,1806.04,1006.992,81.5196,2.2663,0.0,0.0,177.2348,29.0025,137.1684,0.2153,11.1948,310.5092,343.3586,343.3586,343.3586,0.0,12.2537,0.4848,13.134,0.0,32.7677,0.0,292.278,48898.8,434.877,0.476,1.5367,0.0,61.9735,6.0609,2410.825,28.56,6365.8261,0.0,3.2283,258.5216,1054.3997,0.374,1.635,2.0758,28.4474,2.3071,3054.7592,151.42,36.3334,0.0,5.3816,159.0932,0.0,0.0,0.0,17.1306,0.0,88.4791,3755.5665,51.1738,African-Style Oxtail Stew
2640,332.0,8,Jollof Rice,Rest Africa,Nigerian,African,237.934,1191.1535,30.4991,17.4933,0.0,0.0,0.0,0.0,10.2803,0.0,1.2935,385.3888,0.0,5052.9281,14206.7014,0.0,145.8304,1.5598,29.1508,0.0,10.5522,2.8044,2.8423,0.0,24.5655,49.0339,905.5042,204.3542,616.9042,412.55,10.8023,0.0009,12.0607,0.0,17.4249,0.0,1855.1543,24450.795,237.9828,0.238,3.7806,0.0,16.3437,5.7531,622.9676,53.8865,3442.2807,0.17,0.8157,36.9993,414.3627,4.0132,0.0,7.2998,53.7567,1.7961,27937.7422,1396.9116,0.0,0.0,1.6166,193.956,0.0,0.0,0.0,9.8052,0.0,189.0059,1525.3133,4.1049,Jollof Rice
2641,348.0,4,Peri Peri African Chicken,Rest Africa,Nigerian,African,43.1977,192.442,7.5372,6.4955,0.0,0.0,0.0,0.0,4.6963,0.0,2.3916,147.414,0.0,498.62,9623.602,0.0,40.25,0.4295,2275.496,0.0,1.0018,3.5026,1.0962,0.0,16.1814,0.0,67.404,67.404,67.404,0.0,5.2224,0.0524,3.4839,0.0,8.9688,0.0,5316.184,3.36,91.148,0.0,0.8975,0.0,4.9401,1.2142,168.974,62.03,1241.14,0.0,0.5374,6.5458,481.848,0.0,0.0,1.3944,10.294,0.2085,18353.554,917.068,0.0,0.0,1.1541,97.7464,0.0,0.0,0.0,14.515,0.0,39.2308,237.6975,2.1197,Peri Peri African Chicken
2642,600.0,4,African Curry,Rest Africa,Nigerian,African,53.2087,1096.0535,14.2093,100.5834,0.0,0.0,0.0,0.0,4.8835,0.0,1.3255,161.7537,0.0,210.4948,936.1239,0.0,67.8128,1.3291,0.2033,0.0,13.9524,2.7437,78.1461,0.0,15.8737,1.76,115.6958,115.6958,115.6958,0.0,2.1515,0.0084,3.2479,0.0,8.559,0.0,8.1225,0.0,188.1249,0.0,4.2052,0.0,4.4465,2.2899,506.049,57.4332,1806.6823,0.0,0.1665,26.6574,98.8763,0.0,0.0,1.6307,29.8951,0.3493,1737.3387,86.3968,0.0,0.0,0.6099,88.9306,0.0,0.0,0.0,4.5564,0.0,40.4772,645.42,3.1318,African Curry
2643,615.0,6,African Chicken Stew,Rest Africa,Nigerian,African,209.4808,2310.3275,141.8314,102.749,0.0,0.0,0.0,0.0,13.632,0.0,0.3782,330.2449,0.0,0.276,144.972,389.8676,309.7222,2.4023,0.575,0.0,43.5244,24.871,23.8187,0.0,40.9843,2.5466,1819.2128,1819.2128,1819.2128,0.0,2.0693,0.0034,3.1575,0.0,21.5585,0.0,27.21,0.46,362.8141,0.0,64.7127,0.0,34.1449,9.6459,1580.6789,58.207,3390.1748,1146.9359,1.4769,54.9323,401.8127,0.0,0.0,1.5845,38.99,1.8034,4065.4993,1157.8964,4.488,0.0,3.3368,37.1257,0.0,0.0,0.0,4.5266,0.0,39.734,705.7973,14.633,African Chicken Stew
2644,461.0,5,Congo Tofu,Rest Africa,Nigerian,African,221.9085,2591.7438,129.333,146.4061,,,,0.0,16.0502,99.33,1.88,3330.4496,19.35,36.975,1149.875,0.0,145.207,3.4149,0.0,0.645,57.749,53.8135,22.8767,0.0,29.8711,4.879,996.8519,295.7019,708.2519,412.55,8.5278,0.0,14.388,0.0,26.5718,0.0,4.16,36674.1,588.2639,0.357,10.2802,0.0,31.2079,4.2366,1624.2915,95.835,3682.5252,0.0,0.9198,125.4477,788.618,6.6402,14.19,6.7276,30.0524,2.0443,2699.4792,96.9,0.0,0.0,1.7054,36.6217,0.0,0.0,0.0,20.1882,0.0,16.0705,982.132,13.7499,Congo Tofu
2645,10.0,8,Guinean Okra Sauce,Rest Africa,Nigerian,African,20.0788,87.8378,4.8503,0.5071,,,,0.0,2.0914,0.0656,0.0,197.9887,0.0438,61.6288,955.607,0.0,30.2604,0.2703,1.485,0.0,0.0407,0.0842,0.0717,0.0,7.5102,0.0,139.811,139.811,139.811,0.0,1.4605,0.0,0.8767,0.0,1.5391,0.0,650.1776,0.0,132.1702,0.0,1.8934,0.0,2.3575,0.6159,149.6208,54.5623,724.5608,0.0,0.1468,2.4636,17.2671,0.7711,0.0,1.4264,3.8847,0.4705,1645.8145,82.6748,0.0,0.0,0.5797,60.9192,0.0,0.0,0.0,0.6552,0.0,71.3474,222.7306,1.3983,
2646,85.0,14,Shuku Shuku,Rest Africa,Nigerian,African,14.0149,447.42,10.7526,40.3274,0.0,0.0,0.0,0.0,1.6481,0.0,0.459,76.99,0.0,19.38,44.88,553.35,427.982,0.3873,16.83,0.051,7.1264,2.4368,28.6294,0.0,7.2,0.0,95.26,95.26,95.26,0.0,0.0357,0.0357,0.0918,0.0,3.3363,0.0357,557.94,0.0,28.15,0.0357,1.228,0.0,0.4442,1.7649,289.3,37.6,340.39,189.21,0.2853,36.64,40.48,0.0,0.0,0.0357,5.2696,0.1426,735.42,194.31,0.9945,0.0,0.2217,2.64,2.754,111.18,2.754,1.5078,0.0,0.517,64.2701,2.053,
2647,14.0,100,Best Hot Sauce,Rest Africa,Nigerian,African,47.9025,1132.19,3.4759,109.7512,,,,0.0,1.6567,0.0,0.307,54.6012,0.0,76.6208,1148.03,0.0,18.7914,0.1557,85.0229,0.0,12.4961,2.0155,88.9767,0.0,7.8723,1.76,41.3137,41.3137,41.3137,0.0,9.2523,0.0,10.4542,0.0,1.1764,0.0,457.4583,0.0,38.5858,0.0441,0.366,0.0,1.322,0.487,81.4412,127.55,618.8258,0.0,0.1604,2.1723,14.1496,0.0,0.0,10.3452,33.2301,0.0989,2048.6583,102.0583,0.0,0.0,0.315,14.4074,0.0,0.0,0.0,4.4453,0.0,36.8956,150.6719,0.4572,
2648,59.0,16,Malian Ginger Juice,Rest Africa,Nigerian,African,226.9469,895.5181,2.7818,1.1415,0.0,0.0,0.0,0.0,1.4471,0.0,0.0,63.6856,0.0,0.0,0.0,0.0,43.5449,0.3832,0.0,0.0,0.2331,0.2369,0.3089,0.0,3.088,0.0,17.5437,17.5437,17.5437,0.0,0.0,0.0,0.0,0.0,1.0478,0.0,0.0,0.0,72.765,0.0,0.3636,0.0,1.1476,0.3096,51.9912,22.7836,636.0222,0.0,0.0915,2.2584,29.0137,0.0,0.0,199.6,202.1704,0.0385,33.984,1.696,0.0,0.0,0.2429,7.8143,0.0,0.0,0.0,0.3931,0.0,0.1512,475.3779,0.543,
2649,720.0,8,Chin Chin,Rest Africa,Nigerian,African,19.7859,2233.18,12.1145,245.187,,,,0.0,3.1704,0.0,0.732,334.956,0.0,0.0,9.772,12.2,18.2692,0.8038,2.904,0.0,34.1415,13.2089,184.1116,0.0,5.1002,0.0,53.544,53.544,53.544,0.0,0.0,0.0,0.0,0.0,1.2999,6.161,0.0,0.0,63.452,0.0,0.7881,1.22,2.832,0.7674,450.252,209.828,362.74,54.9,0.4382,4.5844,86.464,0.0,0.0,0.0,6.2926,0.6487,232.278,57.69,0.549,0.0,0.1179,0.132,0.122,2.44,0.122,8.3912,0.0,54.212,109.1427,2.634,
2650,157.0,12,West African Lime Cake,Rest Africa,Nigerian,African,214.2833,1154.7421,20.0447,29.0112,0.0,0.0,0.0,0.0,10.0071,0.0,0.3283,827.1701,0.0,0.0,1.5125,372.0,295.654,0.73,9.0,0.1,11.199,10.275,5.8382,0.038,3.7869,1.1,91.5542,91.5542,91.5542,0.0,0.0308,0.0,0.4002,0.0,4.0756,0.0,503.0,0.0,56.3078,0.0,0.6432,0.0,2.6711,1.8532,718.911,0.0,326.6625,160.0,0.6911,32.1447,1269.4983,0.0,0.0,199.6242,200.1988,0.5419,567.6458,161.2258,0.89,0.0,0.2384,1.5125,2.0,82.0,2.0,1.3145,0.0,0.3302,82.6075,3.1545,
2651,182.0,6,Gages,Rest Africa,Nigerian,African,63.3961,953.5881,22.4362,74.6315,,,,0.0,6.951,0.0,1.2726,230.1553,0.0,903.6138,4030.3415,0.0,91.6328,1.3457,1.25,0.0,16.8693,10.3369,42.8104,0.0,19.787,22.3117,272.6518,272.6518,272.6518,0.0,14.485,0.0,14.3812,0.0,5.4345,0.0,1127.6267,22991.1244,200.1172,0.0,2.6042,0.0,10.9331,1.8075,539.6166,134.7087,2795.6261,0.0,0.3455,5.5234,76.0164,0.0,0.0,1.584,33.6578,0.8457,7486.2984,377.2424,0.0,0.0,1.0827,139.4074,0.0,0.0,0.0,9.5218,0.0,81.7858,1058.1851,3.9326,
2652,318.0,6,Liberian Style Collard Greens,Rest Africa,Nigerian,African,18.882,1878.1712,44.0954,187.256,0.0,0.0,0.0,0.0,12.9274,0.0,6.728,140.5065,0.0,0.0,24.57,112.44,174.8992,0.527,7.0335,0.0,69.4717,18.4831,90.2456,0.255,5.2359,0.0,3.9592,3.9592,3.9592,0.0,0.0,0.0,0.0,0.0739,2.2463,0.0,14.8016,0.0,204.2577,0.0,1.6175,0.0,18.0487,1.7468,625.6896,69.1267,1037.5858,18.48,0.2629,37.1379,4295.2005,2.8331,0.0,4.3339,6.4287,0.523,109.2112,20.8211,0.876,0.0,0.7109,0.218,0.672,26.88,0.672,12.4033,0.0,18.039,786.3073,4.6243,
2653,396.0,4,Guinean Peanut Sauce with Butternut Squash,Rest Africa,Nigerian,African,22.591,329.2367,2.618,27.3764,,,,0.0,1.8522,0.0,0.118,111.74,0.0,1259.51,6325.3917,0.0,8.0885,0.1906,4859.8067,0.0,19.7388,2.9925,3.7925,0.0,4.0485,2.093,53.6633,53.6633,53.6633,0.0,2.7445,0.0,2.6241,0.0,1.487,0.0,114.415,2341.43,64.46,0.0,0.488,0.0,2.2718,0.6901,78.0333,66.04,743.2717,0.0,0.0534,1.5622,16.5517,0.0,0.0,0.3517,5.7895,0.1881,15641.18,783.02,0.0,0.0,0.3672,47.6735,0.0,0.0,0.0,6.4019,0.0,25.085,456.8394,0.4394,
2654,140.0,6,Mommy Bart-Williams' Spinach Leaves,Rest Africa,Nigerian,African,34.78,243.6,8.7024,9.4208,,,,0.0,5.6638,12.32,0.48,107.61,2.4,0.0,3.2,1.04,38.496,0.2256,0.0,0.08,4.1701,2.6419,1.6259,0.0,6.72,4.016,78.08,78.08,78.08,0.0,4.128,0.0,6.9792,0.0,1.0584,0.0,12.8,0.0,64.45,0.0,0.7128,0.0,2.7594,0.6205,157.12,48.0,611.12,0.0,0.1386,5.152,2002.93,0.7888,1.76,3.8384,16.3024,0.1722,6.56,0.0,0.024,0.0,0.4589,23.768,0.0,0.0,0.0,1.1088,0.0,1.36,403.9923,0.9976,
2655,95.0,3,Cameroonian Fried Spinach,Rest Africa,Nigerian,African,20.5832,228.66,9.3324,14.7176,,,,0.0,5.2698,0.0,291.5075,306.595,0.0,0.0,15978.94,0.0,61.5625,0.4121,0.0,0.0,9.8924,1.9079,2.0892,0.0,8.118,1.21,571.86,571.86,571.86,0.0,1.845,0.284,2.4794,0.0,8.003,0.0,34646.72,0.0,235.36,0.0,2.6894,0.0,2.1838,0.3199,171.06,71.895,1745.455,0.0,0.5665,3.39,229.03,0.0,0.0,1.2878,5.8568,0.2721,26632.88,1331.96,0.0,0.0,0.6858,87.944,0.0,0.0,0.0,7.7244,0.0,1380.003,357.597,1.6922,
2656,380.0,8,Chicken Tagine,Northern Africa,Moroccan,African,248.3609,17343.0723,401.1311,1638.6127,0.0,0.0,0.0,0.0,34.0107,0.0,302.6625,542.4832,0.0,10037.972,25050.5255,3810.24,1137.6004,2.8415,118.4912,0.0,710.5801,333.236,444.4501,8.299,27.5747,13.106,257.3632,257.3632,257.3632,0.0,8.7625,0.0026,13.4841,0.0,22.6713,0.0,4627.5435,9207.705,487.5088,0.1361,4.3023,0.0,115.1306,26.0774,4299.439,122.799,7508.7272,2138.16,1.8844,381.5323,5238.467,4.1888,0.0,18.1739,42.4438,2.1687,57288.8907,4645.8117,24.564,0.0,5.4322,73.8461,7.248,217.44,7.248,18.6387,0.0,81.9184,3033.8407,27.8043,
2657,329.0,6,Moroccan Lentil Soup,Northern Africa,Moroccan,African,362.4176,2173.7627,114.877,37.4801,,,,0.0,19.0293,90.24,0.9246,578.1778,11.52,2450.9022,6837.2885,0.0,343.8475,4.9219,56.268,0.0432,15.2823,12.3013,4.7596,0.0,69.6132,12.7259,2187.9661,2187.9661,2187.9661,0.0,7.7592,0.2458,9.698,0.0,30.4005,0.0,718.3996,5748.4211,465.8423,0.0,69.5845,0.0,10.3546,6.3655,1526.4559,210.2772,4886.6388,0.0,1.0608,3.8562,226.7234,92.3456,7.68,5.5096,55.4751,2.7205,13486.9742,673.5256,0.0,0.0,3.1853,78.1667,0.0,0.0,0.0,6.5334,0.0,78.1815,2064.8541,16.7628,
2658,261.0,10,Moroccan Harira (Bean Soup),Northern Africa,Moroccan,African,511.5621,3402.8343,178.1407,82.5335,0.0,0.0,0.0,0.0,56.3823,0.0,0.8926,943.7343,0.0,225.8982,2659.7363,90.72,460.1764,8.5838,0.7783,0.0,31.4643,19.8646,22.8193,0.0017,113.7227,7.6845,3006.2474,3006.2474,3006.2474,0.0,5.1991,0.0034,6.0116,0.0,55.6164,0.0,301.7801,106024.0811,872.1876,0.0,72.9939,0.0,27.3824,10.6861,2568.7365,73.3162,9323.5444,120.96,2.5901,66.4606,11821.487,0.0,0.0,1.6778,79.5371,3.664,5094.4792,363.3636,0.0,0.0,3.6945,93.9029,0.0,0.0,0.0,19.3306,0.0,92.4597,1747.2803,34.0294,
2659,278.0,6,Moroccan Shabbat Fish,Northern Africa,Moroccan,African,35.3808,3068.2712,547.0434,71.1227,0.0,0.0,0.0,0.0,37.6481,0.0,1.6898,3355.3718,0.0,757.7866,7718.2925,1360.0031,1822.918,7.338,953.832,0.0,42.3245,12.0881,11.4678,0.0,13.773,15.4138,539.8976,539.8976,539.8976,0.0,10.0939,0.0258,8.7348,0.0,44.1373,0.0,4471.6628,17243.3433,656.9033,0.0,1.0402,0.0,35.6227,0.9978,5113.5287,192.2955,8274.2771,816.0019,4.4058,457.9912,1907.1204,0.0,0.0,0.1102,19.3451,3.5757,17013.604,1533.0472,27.2001,0.0,4.1489,113.2602,0.0,0.0,0.0,29.5749,0.0,346.5372,3020.4273,29.1334,
2660,665.0,5,Olive Chicken I,Northern Africa,Moroccan,African,31.0374,771.0929,93.4788,29.9546,,,,0.0,6.9992,0.0,0.4016,659.033,0.0,6.8425,304.1138,226.6672,315.3811,1.3026,71.3423,0.0,3.5626,1.3522,22.9067,0.0,5.8766,3.52,130.4904,130.4904,130.4904,0.0,4.2611,0.0022,6.3845,0.0,7.2719,0.0,231.4185,0.0,134.9289,0.0,0.434,0.0,5.4857,0.4312,913.1596,76.0025,1545.4748,136.0003,0.7816,77.8447,331.5102,0.0,0.0,3.1992,13.832,0.6964,1026.4604,164.3248,4.5333,0.0,0.9565,25.7076,0.0,0.0,0.0,3.7118,0.0,9.3761,1120.5353,5.133,
2661,521.0,4,"Moroccan Chicken Tagine with Preserved Lemons, Fennel, Olives, and Harissa",Northern Africa,Moroccan,African,226.1946,10002.3667,249.3429,904.8643,0.0,0.0,0.0,0.0,23.2167,0.0,150.8818,375.3787,0.0,13.7071,936.2442,1905.12,849.3654,3.0558,217.1077,0.0,407.3244,185.5493,230.289,4.1503,41.031,1.65,1748.3088,1748.3088,1748.3088,0.0,2.0961,0.0044,3.0212,0.0,24.0805,0.0,2437.5759,0.0,421.4363,0.0,65.4147,0.0,57.3985,16.2278,2711.3485,233.64,5143.625,1069.08,1.4286,191.2851,2575.1452,0.0,0.0,1.5393,39.9316,2.2833,5290.7174,1154.8196,12.282,0.0,4.1346,28.0529,3.624,108.72,3.624,33.7347,0.0,57.9425,1211.7099,21.2156,
2662,74.0,6,Moroccan Spicy Carrot Salad,Northern Africa,Moroccan,African,46.7739,444.8824,5.0543,28.5408,0.0,0.0,0.0,0.0,5.0816,0.08,1.923,224.3652,0.0,15779.708,38071.1065,0.0,42.8106,0.2834,86.2525,0.0,19.9447,3.5215,3.9463,0.0,13.4808,14.515,89.6304,89.6304,89.6304,0.0,2.572,0.0022,2.7064,0.0,2.7005,0.0,1434.1194,4.5359,73.1081,0.0,0.8284,0.0,4.719,1.3258,180.2296,62.6899,1549.7381,0.0,0.2947,1.4785,329.6309,6.4864,0.12,16.2933,21.7492,0.3249,76674.2587,3832.3184,0.0,0.0,0.7381,29.9657,0.0,0.0,0.0,7.3762,0.0,89.7007,895.8846,1.2857,
2663,250.0,6,Moroccan Spiced Sea Bass Ceviche,Northern Africa,Moroccan,African,36.3731,1205.6547,186.2531,35.015,0.0,1.0,0.0,0.0,13.6953,0.0,0.161,1228.2856,0.0,4.256,62.033,453.3344,617.6164,2.7559,110.732,0.0,2.7354,2.2507,26.6729,0.0,7.1776,0.44,223.2573,223.2573,223.2573,0.0,2.227,0.0,2.3588,0.0,18.0317,0.0,126.322,1.34,275.6427,0.0,1.3915,0.0,11.8866,0.6249,1853.4492,13.306,3077.4941,272.0006,1.4721,162.1975,645.5017,0.0,0.0,1.211,15.1093,1.285,1328.9947,292.4226,9.0667,0.0,1.3467,106.1718,0.0,0.0,0.0,5.2699,0.0,1.6704,1053.4124,10.8392,
2664,131.0,8,Slow Cooker Root Vegetable Tagine,Northern Africa,Moroccan,African,560.1433,2356.3663,52.4855,14.3646,0.0,0.0,0.0,0.0,31.3049,0.02,2.3254,1233.746,0.0,17101.7455,50578.5865,2.98,113.1991,3.3371,997.354,0.0,5.1295,4.3422,2.2149,0.0017,108.7922,16.935,736.176,736.176,736.176,0.0,14.0883,0.0,29.0626,0.0,25.0494,0.0,2390.5803,90.9559,555.1197,0.558,7.609,0.0,25.9305,8.83,1229.8823,202.5915,8976.9599,0.0,2.5938,21.6412,2028.0561,6.4864,0.03,73.1244,143.6681,1.7514,134547.1734,6721.5357,0.0,0.0,4.2031,367.9503,0.0,0.0,0.0,18.8239,0.0,266.6545,3097.9985,10.736,
2665,360.0,4,Spicy Chickpea Tagine,Northern Africa,Moroccan,African,455.6114,2731.7895,132.3587,52.3929,,,,0.0,23.1185,0.1778,2.5539,628.5307,0.0,13355.018,32639.5424,0.0,657.3593,4.4227,74.5111,0.0,18.8786,18.6055,5.9888,0.0034,92.1951,16.2013,3482.7304,3482.7304,3482.7304,0.0,6.2696,0.0017,8.5952,0.0,34.377,0.0,1217.0989,4.07,588.9332,0.0,130.4652,0.0,13.935,11.1359,1804.4231,82.9404,6329.7187,0.0,1.6412,4.494,437.8554,5.4912,0.2667,17.0966,96.5224,3.3253,65594.2618,3276.0741,0.0,0.0,4.3337,77.521,0.0,0.0,0.0,10.3711,0.0,145.4636,716.413,18.7085,
2666,229.0,6,Moroccan Tagine with Olives and Artichoke Hearts,Northern Africa,Moroccan,African,270.9151,1667.1161,74.62,38.1243,0.0,0.0,0.0,0.0,20.4607,0.0,0.6055,340.1008,0.0,5603.82,14210.7507,2.98,372.3268,2.6295,7.6435,0.0,15.6155,11.845,4.9308,0.0,47.8766,30.1139,1812.8077,1812.8077,1812.8077,0.0,6.7492,0.0,7.0362,0.0,17.8002,0.0,672.2998,33011.1033,324.4926,0.0,65.4288,0.0,10.8998,6.1174,1010.8842,42.7564,4015.0095,0.0,1.1468,10.7559,2622.6504,1.8304,0.0,18.0276,68.8905,2.0675,28361.0061,1417.2297,0.0,0.0,2.3899,295.6886,0.0,0.0,0.0,6.8439,0.0,67.8061,818.326,11.2575,
